rn,bnk_type,cregnum,ogrn,bnk_name,opf,reg_date,lic_status,bnk_addr,regn,bank_name,bank_name_norm
1649,,2152,1027800000403.0,"""Банк Стрела"" АО",НПАО,1992-11-06,Ликвидация,,2152,"""Банк Стрела"" АО",СТРЕЛА
1650,,1697,1027739326933.0,ОКЕАН БАНК (АО),НПАО,1992-02-05,Ликвидация,,1697,ОКЕАН БАНК (АО),ОКЕАН БАНК
1651,,1199,,"АКБ ""АВИАСТАРБАНК""",ОАО (АО),1990-12-14,Ликвидация,,1199,"АКБ ""АВИАСТАРБАНК""",АВИАСТАРБАНК
1652,,2606,1027739475378.0,"ООО КБ ""Сембанк""",ООО (Паевое),1993-12-08,Ликвидация,,2606,"ООО КБ ""Сембанк""",СЕМБАНК
1653,,2901,1027700505744.0,"ОАО Инвестбанк ""ОТКРЫТИЕ""",ОАО (АО),1994-06-17,Ликвидация,,2901,"ОАО Инвестбанк ""ОТКРЫТИЕ""",ИНВЕСТБАНК ОТКРЫТИЕ
1654,,2762,1026600002131.0,"АКБ ""Малахит""",ОАО (АО),1994-03-22,Ликвидация,,2762,"АКБ ""Малахит""",МАЛАХИТ
1655,,2582,1027800000579.0,"ЗАО ""БАНК ""ПЕТЕРБУРГ-ИНВЕСТ""",ЗАО (АО),1993-11-25,Ликвидация,,2582,"ЗАО ""БАНК ""ПЕТЕРБУРГ-ИНВЕСТ""",ПЕТЕРБУРГ-ИНВЕСТ
1656,,3050,1022900001805.0,ЗАО СтройКомБанк,ЗАО (АО),1994-08-10,Ликвидация,,3050,ЗАО СтройКомБанк,СТРОЙКОМБАНК
1657,,2930,1027739447251.0,"ОАО Банк ""Павелецкий""",ОАО (АО),1994-06-27,Ликвидация,,2930,"ОАО Банк ""Павелецкий""",ПАВЕЛЕЦКИЙ
1658,,142,1032500000532.0,"АО ""ДАЛТА-БАНК""",НПАО,1991-03-29,Ликвидация,,142,"АО ""ДАЛТА-БАНК""",ДАЛТА-БАНК
1659,,579,1026600001867.0,"ЗАО ""ССБ""",ЗАО (АО),1990-10-25,Ликвидация,,579,"ЗАО ""ССБ""",ССБ
1660,,803,1025900000378.0,"ОАО КБ ""КАМАБАНК""",ОАО (АО),1990-11-15,Ликвидация,,803,"ОАО КБ ""КАМАБАНК""",КАМАБАНК
1661,,2047,1022300000392.0,"ООО Банк ""РБК""",ООО (Паевое),1992-09-04,Ликвидация,,2047,"ООО Банк ""РБК""",РБК
1662,,370,1027700412893.0,"Банк ""Новый Символ"" (АО)",НПАО,1992-08-06,Ликвидация,,370,"Банк ""Новый Символ"" (АО)",НОВЫЙ СИМВОЛ
1663,,660,1027100000620.0,"ОАО ""ПКБ ""Тулабанк""",ОАО (АО),1990-10-31,Ликвидация,,660,"ОАО ""ПКБ ""Тулабанк""",ПКБ ТУЛАБАНК
1664,,2747,1027739636286.0,"""РГТ-Банк"" (ЗАО)",ЗАО (АО),1994-03-15,Ликвидация,,2747,"""РГТ-Банк"" (ЗАО)",РГТ-БАНК
1665,,1855,1020900001869.0,"ООО Банк ""Инвестрасчет""",ООО (Паевое),1992-03-17,Ликвидация,,1855,"ООО Банк ""Инвестрасчет""",ИНВЕСТРАСЧЕТ
1666,,1436,1037739295362.0,"КБ ""БИ-СИ-ДИ-БАНК"" ООО",ООО (Паевое),1991-04-10,Ликвидация,,1436,"КБ ""БИ-СИ-ДИ-БАНК"" ООО",БИ-СИ-ДИ-БАНК
1667,,1942,1027739326010.0,"АО ""ГЛОБЭКСБАНК""",НПАО,1992-07-07,Ликвидация,,1942,"АО ""ГЛОБЭКСБАНК""",ГЛОБЭКСБАНК
1668,,3070,1021600000069.0,"ЗАО АИБ ""Ипотека-Инвест""",ЗАО (АО),1994-09-05,Ликвидация,,3070,"ЗАО АИБ ""Ипотека-Инвест""",АИБ ИПОТЕКА-ИНВЕСТ
1669,,2904,1037711010501.0,"АКБ ""СИБМАШНЕФТЕБАНК""",ЗАО (АО),1994-06-21,Ликвидация,,2904,"АКБ ""СИБМАШНЕФТЕБАНК""",СИБМАШНЕФТЕБАНК
1670,,1221,1025400003276.0,"""РИБ-СИБИРЬ"" ОАО",ОАО (АО),1990-12-18,Ликвидация,,1221,"""РИБ-СИБИРЬ"" ОАО",РИБ-СИБИРЬ
1671,,2264,1023100000406.0,"ОАО ""Северинвестбанк""",ОАО (АО),1993-01-26,Ликвидация,,2264,"ОАО ""Северинвестбанк""",СЕВЕРИНВЕСТБАНК
1672,,1764,1021800001310.0,УП-банк (ОАО),ОАО (АО),1992-04-15,Ликвидация,,1764,УП-банк (ОАО),УП-БАНК
1673,,2249,1020900001902.0,"АО ""Народный банк""",НПАО,1993-01-18,Ликвидация,,2249,"АО ""Народный банк""",НАРОДНЫЙ БАНК
1674,,3506,1125000001257.0,"Сибирский Банк ""Сириус"" (ООО)",ООО (Паевое),2012-02-20,Ликвидация,,3506,"Сибирский Банк ""Сириус"" (ООО)",СИБИРСКИЙ БАНК СИРИУС
1675,,1672,1025100002014.0,"ОАО ""Арктикбанк""",ОАО (АО),1991-12-17,Ликвидация,,1672,"ОАО ""Арктикбанк""",АРКТИКБАНК
1676,,2672,1020500000168.0,"ООО КБ ""Еврокапитал-Альянс""",ООО (Паевое),1994-01-28,Ликвидация,,2672,"ООО КБ ""Еврокапитал-Альянс""",ЕВРОКАПИТАЛ-АЛЬЯНС
1677,,561,1037711004781.0,"АКБ ""Контакт""",ЗАО (АО),1990-10-23,Ликвидация,,561,"АКБ ""Контакт""",КОНТАКТ
1678,,2633,1024000001772.0,ООО КСНбанк,ООО (Паевое),1993-12-27,Ликвидация,,2633,ООО КСНбанк,КСНБАНК
1679,,3165,1027800000392.0,СЕВДОРБАНК,ЗАО (АО),1994-12-02,Ликвидация,,3165,СЕВДОРБАНК,СЕВДОРБАНК
1680,,701,1023400000029.0,"ОАО АКБ ""Волгопромбанк""",ОАО (АО),1990-11-02,Ликвидация,,701,"ОАО АКБ ""Волгопромбанк""",ВОЛГОПРОМБАНК
1681,,969,1027500001100.0,"АО ""Евразийский банк""",НПАО,1990-11-27,Ликвидация,,969,"АО ""Евразийский банк""",ЕВРАЗИЙСКИЙ БАНК
1682,,2397,1027739253024.0,"ОАО ""ХОУМ-БАНК""",ОАО (АО),1993-06-24,Ликвидация,,2397,"ОАО ""ХОУМ-БАНК""",ХОУМ-БАНК
1683,,2188,1045100231494.0,"ЗАО ""БАРЕНЦБАНК""",ЗАО (АО),1992-12-17,Ликвидация,,2188,"ЗАО ""БАРЕНЦБАНК""",БАРЕНЦБАНК
1684,,3537,1187700019682.0,"АО ""Банк Открытие Специальный""",НПАО,2018-11-15,Ликвидация,,3537,"АО ""Банк Открытие Специальный""",ОТКРЫТИЕ СПЕЦИАЛЬНЫЙ
1685,,3435,1037711002471.0,"ООО КБ ""ИКФ""",ООО (Паевое),2003-04-23,Ликвидация,,3435,"ООО КБ ""ИКФ""",ИКФ
1686,,3461,1066300000260.0,"ПАО ""Первобанк""",ПАО,2006-01-18,Ликвидация,,3461,"ПАО ""Первобанк""",ПЕРВОБАНК
1687,,1149,,"ООО КБ ""АТЯШЕВСКИЙ""",ООО (Паевое),1990-12-11,Ликвидация,,1149,"ООО КБ ""АТЯШЕВСКИЙ""",АТЯШЕВСКИЙ
1688,,1664,1032335000389.0,"ОАО ""Южно-Российский банк""",ОАО (АО),1991-12-17,Ликвидация,,1664,"ОАО ""Южно-Российский банк""",ЮЖНО-РОССИЙСКИЙ БАНК
1689,,2462,1037700006684.0,"АКБ ""Онлайн Банк"" (ЗАО)",ЗАО (АО),1993-08-13,Ликвидация,,2462,"АКБ ""Онлайн Банк"" (ЗАО)",ОНЛАЙН БАНК
1690,,450,,"АБ ""ПЕТРОБАНК""",АООТ (АО),1990-10-09,Ликвидация,,450,"АБ ""ПЕТРОБАНК""",ПЕТРОБАНК
1691,,2377,1060200012685.0,"АО ""ИнвестКапиталБанк""",НПАО,1993-06-10,Ликвидация,,2377,"АО ""ИнвестКапиталБанк""",ИНВЕСТКАПИТАЛБАНК
1692,,2981,,"АКБ ""СМИ-Банк""",ЗАО (АО),1994-07-19,Ликвидация,,2981,"АКБ ""СМИ-Банк""",СМИ-БАНК
1693,,3443,1037711007773.0,"ООО КБ ""Анелик РУ""",ООО (Паевое),2003-09-05,Ликвидация,,3443,"ООО КБ ""Анелик РУ""",АНЕЛИК РУ
1694,,2627,1027739103260.0,"ЗАО АКИБ ""ЦЕРИХ""",ЗАО (АО),1993-12-23,Ликвидация,,2627,"ЗАО АКИБ ""ЦЕРИХ""",АКИБ ЦЕРИХ
1695,,1921,1021100000151.0,"ОАО КБ ""Комисоцбанк""",ОАО (АО),1992-06-08,Ликвидация,,1921,"ОАО КБ ""Комисоцбанк""",КОМИСОЦБАНК
1696,,3146,1027739198398.0,"ООО КБ ""СТРОЙКРЕДИТИНВЕСТ""",ООО (Паевое),1994-10-20,Ликвидация,,3146,"ООО КБ ""СТРОЙКРЕДИТИНВЕСТ""",СТРОЙКРЕДИТИНВЕСТ
1697,,3075,1027739009363.0,"КБ ""МакПромБанк"" (ООО)",ООО (Паевое),1994-09-06,Ликвидация,,3075,"КБ ""МакПромБанк"" (ООО)",МАКПРОМБАНК
1698,,1162,1033200010843.0,"АКБ ""Брянсккредитбанк""",ОАО (АО),1990-12-12,Ликвидация,,1162,"АКБ ""Брянсккредитбанк""",БРЯНСККРЕДИТБАНК
1699,,419,1027400001056.0,"Банк ""Монетный дом"" ОАО",ОАО (АО),1990-09-26,Ликвидация,,419,"Банк ""Монетный дом"" ОАО",МОНЕТНЫЙ ДОМ
1700,,1272,1030200013744.0,"КБ ""Башпрогрессбанк""",ООО (Паевое),1990-12-24,Ликвидация,,1272,"КБ ""Башпрогрессбанк""",БАШПРОГРЕССБАНК
1701,,1396,1037711013086.0,"УАКБ ""УНИКОМБАНК""",ОАО (АО),1991-02-22,Ликвидация,,1396,"УАКБ ""УНИКОМБАНК""",УАКБ УНИКОМБАНК
1702,,2841,1037739766680.0,"ЗАО УАКБ ""МИРКОМБАНК""",ЗАО (АО),1994-05-16,Ликвидация,,2841,"ЗАО УАКБ ""МИРКОМБАНК""",УАКБ МИРКОМБАНК
1703,,2489,1027739859223.0,"ЗАО ""ФПБ""",ЗАО (АО),1993-09-08,Ликвидация,,2489,"ЗАО ""ФПБ""",ФПБ
1704,,2946,1027739327527.0,"КБ ""Столыпин"" (ЗАО)",ЗАО (АО),1994-06-29,Ликвидация,,2946,"КБ ""Столыпин"" (ЗАО)",СТОЛЫПИН
1705,,3038,1027800005199.0,"ПАО ""Банк БФА""",ПАО,1994-08-04,Ликвидация,,3038,"ПАО ""Банк БФА""",БФА
1706,,1926,1020500001170.0,"ООО КБ ""НЕВАСТРОЙИНВЕСТ""",ООО (Паевое),1992-06-17,Ликвидация,,1926,"ООО КБ ""НЕВАСТРОЙИНВЕСТ""",НЕВАСТРОЙИНВЕСТ
1707,,877,1025900002810.0,"Банк ""Мотовилихинский""",ООО (Паевое),1990-11-22,Ликвидация,,877,"Банк ""Мотовилихинский""",МОТОВИЛИХИНСКИЙ
1708,Расчетная НКО,3541,1217700542344.0,"ООО РНКО ""ЮСиЭс""",ООО (Паевое),2021-11-12,Ликвидация,,3541,"ООО РНКО ""ЮСиЭс""",РНКО ЮСИЭС
1709,НДКО,3474,1077711000135.0,"ЗАО НКО ""ДКД""",ЗАО (АО),2007-07-26,Ликвидация,,3474,"ЗАО НКО ""ДКД""",ДКД
1710,НБКО,3327,1027739139922.0,"ЗАО ""БРЦ""",ЗАО (АО),1998-04-13,Ликвидация,,3327,"ЗАО ""БРЦ""",БРЦ
1711,,2614,1027739640312.0,"КБ ""Техноком"" (ЗАО)",ЗАО (АО),1993-12-13,Ликвидация,,2614,"КБ ""Техноком"" (ЗАО)",ТЕХНОКОМ
1712,,2405,,ОАО КУБКАЗБАНК,ОАО (АО),1993-07-05,Ликвидация,,2405,ОАО КУБКАЗБАНК,КУБКАЗБАНК
1713,,763,1025100002036.0,"Комбанк ""МУРМАН""",ТОО (Паевое),1990-11-14,Ликвидация,,763,"Комбанк ""МУРМАН""",КОМБАНК МУРМАН
1714,,486,1027700460138.0,"АКБ ""Бизнес""",ЗАО (АО),1990-10-16,Ликвидация,,486,"АКБ ""Бизнес""",БИЗНЕС
1715,,165,1044900381866.0,СВАКбанк,АООТ (АО),1991-06-21,Ликвидация,,165,СВАКбанк,СВАКБАНК
1716,,409,1027739278093.0,"АБ ""ИБГ НИКойл"" (ОАО)",ОАО (АО),1990-09-20,Ликвидация,,409,"АБ ""ИБГ НИКойл"" (ОАО)",ИБГ НИКОЙЛ
1717,,1590,1027739258623.0,"КБ ""Военный Банк"" ОАО",ОАО (АО),1991-10-15,Ликвидация,,1590,"КБ ""Военный Банк"" ОАО",ВОЕННЫЙ БАНК
1718,Расчетная НКО,2676,1020500000180.0,"""НКО ""Транштрейд"" ООО""",ООО (Паевое),1994-01-31,Ликвидация,,2676,"""НКО ""Транштрейд"" ООО""",ТРАНШТРЕЙД
1719,,2685,1027800000238.0,"ОАО ""ИНКАСБАНК""",ОАО (АО),1994-02-11,Ликвидация,,2685,"ОАО ""ИНКАСБАНК""",ИНКАСБАНК
1720,,2477,1025200001221.0,ЗАО НЗМБанк,ЗАО (АО),1993-08-31,Ликвидация,,2477,ЗАО НЗМБанк,НЗМБАНК
1721,,2455,1027800000788.0,Дрезднер Банк ЗАО,ЗАО (АО),1993-08-09,Ликвидация,,2455,Дрезднер Банк ЗАО,ДРЕЗДНЕР БАНК
1722,,2800,1026300001958.0,"ЗАО ""НОВА Банк""",ЗАО (АО),1994-04-19,Ликвидация,,2800,"ЗАО ""НОВА Банк""",НОВА БАНК
1723,,2039,1023900000068.0,"КБ ""Балткредобанк"" (ЗАО)",ЗАО (АО),1992-09-01,Ликвидация,,2039,"КБ ""Балткредобанк"" (ЗАО)",БАЛТКРЕДОБАНК
1724,,793,1020500000443.0,"ООО КБ ""КРЕДО ФИНАНС""",ООО (Паевое),1990-11-14,Ликвидация,,793,"ООО КБ ""КРЕДО ФИНАНС""",КРЕДО ФИНАНС
1725,Расчетная НКО,3332,1021600000861.0,"АО НКО ""Сетевая Расчетная Палата""",НПАО,1998-11-19,Ликвидация,,3332,"АО НКО ""Сетевая Расчетная Палата""",СЕТЕВАЯ РАСЧЕТНАЯ ПАЛАТА
1726,,1113,1025900000169.0,"ОАО КБ ""Дзержинский""",ОАО (АО),1990-12-07,Ликвидация,,1113,"ОАО КБ ""Дзержинский""",ДЗЕРЖИНСКИЙ
1727,,2575,1027739463135.0,"АКБ ""ФОРПОСТ"" (ЗАО)",ЗАО (АО),1993-11-12,Ликвидация,,2575,"АКБ ""ФОРПОСТ"" (ЗАО)",ФОРПОСТ
1728,,2063,1022200526061.0,"АО КБ ""ФорБанк""",НПАО,1992-09-09,Ликвидация,,2063,"АО КБ ""ФорБанк""",ФОРБАНК
1729,,2706,1027739299719.0,"ООО КБ ""Интеркапитал-Банк""",ООО (Паевое),1994-02-21,Ликвидация,,2706,"ООО КБ ""Интеркапитал-Банк""",ИНТЕРКАПИТАЛ-БАНК
1730,,3366,1037739731072.0,"""РИБ"" (ООО)",ООО (Паевое),2001-04-11,Ликвидация,,3366,"""РИБ"" (ООО)",РИБ
1731,,2765,1027739505023.0,"ЗАО ""ЭКОНАЦБАНК""",ЗАО (АО),1994-03-28,Ликвидация,,2765,"ЗАО ""ЭКОНАЦБАНК""",ЭКОНАЦБАНК
1732,,2827,1067711004360.0,"АО ""БИНБАНК Диджитал""",НПАО,1994-05-10,Ликвидация,,2827,"АО ""БИНБАНК Диджитал""",БИНБАНК ДИДЖИТАЛ
1733,,2527,1041801550251.0,"Банк ""Почтовый""",ОАО (АО),1993-10-08,Ликвидация,,2527,"Банк ""Почтовый""",ПОЧТОВЫЙ
1734,,1857,1021800002400.0,"АКБ ""С-БАНК"" (ЗАО)",ЗАО (АО),1992-03-17,Ликвидация,,1857,"АКБ ""С-БАНК"" (ЗАО)",С-БАНК
1735,,1953,,"АБ ""Негоциант-банк""",ЗАО (АО),1992-07-02,Ликвидация,,1953,"АБ ""Негоциант-банк""",НЕГОЦИАНТ-БАНК
1736,,2847,1027739863580.0,"АКБ ""Промэксимбанк"" ЗАО",ЗАО (АО),1994-05-17,Ликвидация,,2847,"АКБ ""Промэксимбанк"" ЗАО",ПРОМЭКСИМБАНК
1737,,2769,1027700427864.0,"АО КБ ""Жилстройбанк""",НПАО,1994-03-31,Ликвидация,,2769,"АО КБ ""Жилстройбанк""",ЖИЛСТРОЙБАНК
1738,,3053,1087711000057.0,"АО ""Гранд Инвест Банк""",НПАО,1994-08-17,Ликвидация,,3053,"АО ""Гранд Инвест Банк""",ГРАНД ИНВЕСТ БАНК
1739,,776,1035900011179.0,"ОАО КБ ""Каури""",ОАО (АО),1990-11-14,Ликвидация,,776,"ОАО КБ ""Каури""",КАУРИ
1740,,3092,1027739542160.0,"ООО КБ ""РИКОМ""",ООО (Паевое),1994-09-22,Ликвидация,,3092,"ООО КБ ""РИКОМ""",РИКОМ
1741,,1018,1026100003797.0,ООО Новочеркасский городской банк,ООО (Паевое),1990-11-29,Ликвидация,,1018,ООО Новочеркасский городской банк,НОВОЧЕРКАССКИЙ ГОРОДСКОЙ БАНК
1742,НБКО,3067,1037711004253.0,"Кредитная организация ""СБЕРИНВЕСТ"" (ООО)",ООО (Паевое),1994-09-01,Ликвидация,,3067,"Кредитная организация ""СБЕРИНВЕСТ"" (ООО)",КРЕДИТНАЯ ОРГАНИЗАЦИЯ СБЕРИНВЕСТ
1743,,3405,1107711000033.0,"ЗАО КБ ""ИНКРЕДБАНК""",ЗАО (АО),2002-04-11,Ликвидация,,3405,"ЗАО КБ ""ИНКРЕДБАНК""",ИНКРЕДБАНК
1744,,3105,1027739034201.0,"ООО КБ ""АУЭРБАНК""",ООО (Паевое),1994-10-04,Ликвидация,,3105,"ООО КБ ""АУЭРБАНК""",АУЭРБАНК
1745,,3114,1030500000673.0,"О.О.О. КБ ""Виктория-Альфа""",ООО (Паевое),1994-10-10,Ликвидация,,3114,"О.О.О. КБ ""Виктория-Альфа""",О.О.О. ВИКТОРИЯ-АЛЬФА
1746,,2819,1037711011887.0,"КБ ""Миссион-банк"" (ООО)",ООО (Паевое),1994-05-10,Ликвидация,,2819,"КБ ""Миссион-банк"" (ООО)",МИССИОН-БАНК
1747,,2839,1027739007230.0,"МКБ ""Евразия-Центр"" (ЗАО)",ЗАО (АО),1994-05-16,Ликвидация,,2839,"МКБ ""Евразия-Центр"" (ЗАО)",МКБ ЕВРАЗИЯ-ЦЕНТР
1748,,2436,1020200001128.0,"""Мой Банк. Ипотека"" (ОАО)",ОАО (АО),1993-07-26,Ликвидация,,2436,"""Мой Банк. Ипотека"" (ОАО)",МОЙ БАНК. ИПОТЕКА
1749,,3289,,"АКБ ""ЕРМОЛОВСКИЙ""",АОЗТ (АО),1996-04-23,Ликвидация,,3289,"АКБ ""ЕРМОЛОВСКИЙ""",ЕРМОЛОВСКИЙ
1750,,1758,1027739587534.0,"АКБ ""НАЦИОНАЛЬНЫЙ КАПИТАЛ"" (ЗАО)",ЗАО (АО),1992-04-14,Ликвидация,,1758,"АКБ ""НАЦИОНАЛЬНЫЙ КАПИТАЛ"" (ЗАО)",НАЦИОНАЛЬНЫЙ КАПИТАЛ
